public_information, excess_demand
2, -12
37, 0
91, 12
65, 8
76, 0
43, -10
71, -2
67, -10
82, 4
107, 8
123, 0
7, -2
71, -2
105, -4
76, -2
10, 8
13, -12
33, 2
88, -2
101, 12
68, 4
73, 2
67, -8
3, 2
102, -4
67, -8
37, -2
118, -4
2, -2
42, -10
75, -8
36, -6
72, 0
6, -4
52, -8
24, -4
95, -2
21, 12
96, -2
33, 0
68, 2
39, -6
26, 4
122, -10
59, -6
26, 2
85, -8
8, -4
122, -8
20, 2
127, 6
7, 0
104, 2
107, 6
61, -2
30, 4
106, 0
107, 6
3, 0
16, 4
127, 6
1, 6
95, -2
49, -2
127, 6
56, 2
118, -2
82, 2
98, -2
81, -6
53, -6
11, 18
57, 4
70, 0
11, 20
89, 0
35, -4
8, -4
98, -2
73, 2
100, -2
59, -4
73, 2
67, -8
113, -6
46, 0
52, -8
75, -6
98, -2
74, 2
3, 0
126, 4
96, -2
91, 8
25, 4
49, 0
59, -6
55, -2
93, 6
73, 0
112, -2
28, -6
32, 8
123, 2
68, 0
102, -10
74, 0
32, 8
116, 2
44, -4
44, -4
73, -4
44, -4
3, 0
62, 0
27, 4
114, 10
68, -6
95, 0
115, 4
102, -2
120, 6
78, -4
69, -2
94, 0
42, -6
108, -6
45, 0
14, 12
122, -6
49, -2
125, 2
20, 4
31, -8
69, -2
104, -2
2, -4
85, -16
106, -2
77, -2
120, 12
109, 2
31, -6
104, 0
126, 4
81, -6
52, -4
43, -4
76, -6
8, 0
18, -10
32, 4
24, -8
31, -8
13, -12
117, 8
37, -4
42, -4
125, 2
57, 6
59, 0
3, 0
22, 0
114, 4
54, -8
12, 2
33, 2
67, -4
122, -6
4, -8
123, 6
107, 6
103, 0
27, 0
73, 2
21, 4
37, -4
100, 2
62, 0
43, -2
95, 0
98, 0
32, 8
50, -6
44, -6
112, -10
122, -6
20, -6
115, 6
103, 0
28, -6
77, -8
116, 6
51, 0
74, 2
13, -8
94, 0
15, -2
32, 8
38, -10
30, 10
1, 2
33, 2
118, 2
53, -6
49, 4
51, 4
34, 0
122, -8
83, 2
79, 4
66, 8
56, 4
85, -14
67, -4
47, 2
92, -4
53, -4
37, -4
27, 2
71, -2
90, -4
45, 6
64, -6
49, -2
48, -8
46, 8
103, 0
51, 4
83, 2
34, 0
59, -2
69, 0
107, 6
123, 4
102, 0
49, -2
70, 0
105, -6
81, -6
125, 4
21, 2
57, 2
7, 0
74, 0
21, 2
107, -2
75, -2
82, -6
58, 10
14, 8
114, 2
104, 4
48, -8
32, 6
87, -2
112, -8
60, -6
83, 4
47, 2
120, 10
18, -4
104, 4
60, -6
35, -6
13, -8
117, 4
104, -2
33, 6
108, -2
102, 0
36, -4
121, 2
40, -6
103, -4
109, 8
12, 6
50, -8
32, 6
99, 8
52, -4
88, 2
122, 0
20, -10
96, 2
23, 2
35, -6
93, 12
85, 2
45, -2
57, -2
56, 2
113, -4
106, -2
65, 0
106, -2
50, 0
121, -8
77, -2
28, -4
5, 0
93, 12
40, -6
34, 0
58, -6
95, 4
34, 2
120, 2
102, 4
86, 4
21, 8
75, 0
6, -8
97, 0
12, 4
33, -6
63, -10
31, -6
53, -8
100, -4
58, -6
39, -2
98, 0
39, -2
92, 0
3, 4
81, 0
81, -4
8, 2
122, 4
122, -2
26, 6
2, -4
41, 6
125, 0
46, -4
41, 10
109, 8
69, 2
97, 2
70, 2
60, -4
122, -2
17, 6
5, 0
35, -2
88, 0
62, -4
91, 8
100, -2
70, 2
102, 2
82, -8
8, 4
17, -4
41, 6
61, -2
66, 8
119, -6
126, 0
61, -2
36, -4
78, -2
100, -2
113, -4
96, -2
7, 6
14, 8
97, -8
102, 2
12, 4
39, -2
15, -4
107, 6
60, -8
96, -2
108, -6
32, 8
43, -8
10, 4
50, 0
121, -8
120, 10
124, -2
42, -6
80, 2
24, -4
101, -6
118, 0
40, -2
108, -6
106, -2
66, -8
84, -2
123, 4
8, 4
66, -8
34, -2
76, -2
27, 4
15, -4
50, -6
73, -2
75, 0
43, -8
86, 2
79, -2
77, -4
107, 2
94, 0
92, 0
61, -2
125, 0
30, 0
10, 8
112, -8
7, 6
18, -8
74, 4
62, 0
82, -8
23, 4
76, -2
17, 6
40, -6
90, -4
34, 2
73, -6
6, -8
106, -2
2, -4
122, 0
85, 2
121, -8
80, 2
48, -10
122, -2
84, -2
119, -6
100, -2
110, 6
17, 6
30, 2
20, -10
74, 4
47, -4
74, 4
31, 2
87, -4
63, -10
95, -4
13, -6
25, 6
109, 10
23, 2
68, -6
109, 0
106, -6
96, 4
32, 14
71, -6
97, 2
98, 0
55, 2
116, 0
112, -2
98, 0
59, -4
88, 0
100, -2
104, 4
78, 0
49, 0
110, 8
53, -6
104, 2
34, 4
118, 6
75, 0
30, -2
30, 2
