public_information, excess_demand
33, -17
22, -17
23, 1
117, -7
26, -31
123, -7
66, -25
65, 5
96, -35
31, 5
30, 17
7, -5
3, -3
106, 11
13, 3
19, 9
18, 1
47, 1
124, 19
119, 9
8, 11
29, -31
73, 3
96, -17
5, 15
33, -9
61, 21
46, 13
93, -21
62, -9
52, 19
76, -13
12, -3
56, 9
94, 1
5, -1
22, -1
109, -1
101, 5
89, 9
62, -7
60, -13
120, 15
2, 3
63, -13
9, -15
15, -9
64, 37
101, 7
65, 7
108, 5
32, 7
5, 11
78, 3
73, 13
117, -7
12, -5
62, 9
38, -3
121, 11
118, 7
116, 15
17, -9
3, -11
21, 1
0, 17
49, 1
94, 3
83, 5
46, 13
89, 1
104, -7
92, 11
75, 3
5, 9
78, -1
23, 21
77, -7
108, 7
27, 1
98, 9
54, -15
123, 1
109, -3
54, 13
70, 5
126, -9
20, -7
127, 31
23, 13
87, -1
60, -3
122, -11
14, 13
27, 7
7, 1
10, 11
65, 13
38, 1
4, -1
30, -11
75, 3
72, -11
71, 1
91, 7
60, -3
3, -1
3, -3
14, 17
113, -9
20, 1
40, 11
86, 1
106, -7
78, 13
89, 1
21, -1
113, -9
65, -3
28, -21
71, 5
38, 7
46, -5
72, 7
23, -1
123, -5
28, 21
4, -5
21, 1
94, -1
80, 17
106, -5
12, 3
58, -27
75, -23
66, -25
42, 1
5, -25
50, -13
45, 9
53, -3
55, -25
99, 5
100, -1
24, -3
42, 7
35, -3
124, 9
74, -3
64, 13
83, 11
70, 17
89, 3
32, -15
52, 5
63, 9
5, -3
72, 3
72, -7
4, -5
125, -9
4, -3
110, -21
77, -9
67, 5
8, 17
7, 15
122, 5
23, -5
14, 3
3, -11
40, 9
113, 17
79, -17
35, 1
57, 1
33, -13
111, -27
6, 21
78, -15
118, -5
0, -7
106, -1
35, -29
9, 7
124, 3
21, -13
18, 1
113, 7
3, 5
113, 7
6, -3
63, 5
60, 1
10, -3
95, -11
27, 7
105, -11
67, 5
104, -9
16, 9
21, 3
67, 3
30, 13
77, 1
24, 1
124, -1
122, 3
66, -3
93, -11
22, -9
89, 13
95, -21
64, 9
36, 1
44, 23
76, -3
56, 5
20, -3
53, -21
75, -9
46, -7
25, -7
65, 1
88, 5
89, 9
30, 13
69, -3
31, -7
68, 19
30, 13
56, -9
125, -17
51, 15
19, 1
109, -5
51, 19
118, 3
66, -5
124, 5
1, -13
16, 15
104, -7
74, -1
64, 5
13, 11
28, 29
8, 5
19, 1
94, 11
105, 23
104, -1
124, 7
92, 23
100, -5
1, -23
117, 3
120, 17
81, -5
6, 21
23, 11
112, -3
8, -7
