public_information, excess_demand
98, 0
97, 10
95, 6
100, 6
119, -6
90, 2
12, -2
42, 0
48, -2
97, 6
49, 0
14, 4
56, -6
123, 8
93, 2
103, -2
87, 4
36, 0
58, -4
68, 0
87, 4
15, 2
125, 2
9, 0
55, 2
98, 8
10, 8
114, -10
104, 0
70, 6
121, -4
69, -2
13, -4
89, -2
50, -2
36, 0
69, -2
11, 0
116, 4
122, 0
47, 4
42, 0
107, 2
65, 2
69, -2
66, -8
127, 4
9, 0
50, -2
63, 2
2, 4
14, 2
67, -4
104, 0
13, -4
12, -2
44, 2
83, 6
6, 8
16, -2
119, -6
122, 0
13, -4
37, -10
40, -4
89, -2
79, -2
67, -4
49, 0
21, 2
40, -4
110, 6
39, 0
125, 2
90, 4
22, 6
59, 0
25, 4
34, 2
61, -4
51, -2
2, 4
31, -6
84, 0
70, 6
17, -2
115, 6
40, -4
7, 4
11, 0
13, -4
10, 8
114, -10
121, -4
12, -2
41, 4
10, 8
89, -2
35, -2
22, 6
2, 4
39, 0
55, 2
10, 6
105, -6
35, -2
67, -4
81, -14
83, 6
19, 2
33, 0
121, -2
15, 2
8, -2
29, 4
4, 4
32, -6
19, 4
67, -4
24, -10
126, 6
124, 6
41, 4
59, -2
105, -4
122, 2
75, 4
44, 6
0, 2
32, 0
1, 6
76, -2
63, 4
100, 2
8, -6
80, 2
82, 6
99, -8
12, 0
70, 4
123, 6
112, 2
15, 2
37, -8
114, -6
1, 8
56, 0
126, 6
36, -4
125, 6
14, 0
22, 2
113, -2
113, 0
20, 2
81, -10
36, -4
48, 0
70, 0
11, 2
39, 0
41, 6
102, -4
90, 4
71, -2
71, -8
117, -2
7, 4
59, -2
1, 8
57, -6
24, -8
3, 2
46, -4
124, 4
17, 0
23, 4
27, 4
109, 4
45, 0
51, -4
97, 2
89, 0
57, -2
119, -6
6, 6
113, 0
52, -4
99, -6
2, 6
100, 6
117, -2
102, 0
48, -2
116, 6
40, -4
48, -2
33, 6
20, 0
35, -2
69, -4
2, 6
52, -2
102, 2
18, -8
22, 2
68, 0
22, 2
56, 4
108, 4
63, 4
92, -4
107, -4
34, 2
36, -2
97, 2
101, -4
92, -4
42, 4
85, 0
100, 6
88, -6
109, 4
5, -2
112, 0
75, 2
58, -4
15, -2
119, -6
21, 4
87, 4
117, -2
80, -6
1, 6
125, 0
