public_information, excess_demand
68, 0
54, 4
80, 6
94, -12
38, -2
48, 4
69, -8
68, 0
14, 0
101, 4
28, -2
27, 0
80, 2
88, -2
104, 0
69, -4
120, 6
54, -6
122, 6
42, 2
121, 2
25, -10
75, 0
18, -2
74, -8
70, -8
17, 8
102, -12
78, 14
2, 2
65, 4
118, 8
43, -2
6, -6
88, -2
114, -6
114, -6
28, -4
46, -8
73, 4
82, 6
34, 10
53, 4
96, -16
79, 2
125, 8
119, 10
55, 4
90, 12
2, 0
64, -10
75, 2
38, -4
79, 2
67, 0
15, 2
72, 2
29, 0
45, 2
49, 0
108, 4
111, 0
84, 4
39, -12
7, 10
62, 12
110, 2
83, 14
4, -8
118, 8
70, -4
99, -14
93, -6
4, -6
19, -4
103, -12
113, -8
61, -4
70, -2
61, -4
37, 4
87, -6
91, -10
50, -10
52, 2
33, -12
25, -10
86, 4
35, 2
91, -10
9, 18
1, 8
110, 0
40, -8
117, 2
4, 2
18, -6
90, 10
54, -6
23, 4
79, -2
20, 6
44, 14
8, -10
87, -2
110, 0
120, 2
91, -6
101, 0
70, -2
127, 10
99, -16
59, -4
88, 0
87, 0
82, 10
14, -2
87, -2
42, 4
17, 8
109, -6
0, -4
25, -12
63, 4
66, -2
38, -4
98, 4
80, -4
97, 8
19, -4
100, 16
62, 2
31, -4
63, 4
94, -14
101, 4
37, -4
118, 2
3, -4
15, -8
78, 8
25, -4
97, 8
43, -2
97, 8
104, 2
20, 10
94, -10
17, 8
109, -4
91, -2
44, 14
109, -6
13, 8
16, 8
53, 12
77, -14
99, -14
37, -2
22, 4
32, -4
90, 6
97, 6
27, 4
6, -14
106, -16
32, -6
35, 2
45, -2
47, -6
1, 12
99, -10
56, 4
36, 0
65, -4
3, -2
65, -4
80, -2
103, -14
50, -10
92, -2
84, 10
20, 6
85, 0
12, -2
6, -6
31, -4
121, 2
73, 2
96, -8
36, 2
23, 4
5, 6
104, 0
21, 0
49, 0
13, 4
111, 8
50, 0
108, -6
31, -4
100, 2
47, -20
28, -6
21, 0
30, -4
79, 2
41, -4
11, 2
61, -2
66, -8
43, -2
55, 12
123, -14
14, 2
92, 4
35, 4
118, 2
95, -2
11, 2
109, -10
53, 12
80, 14
46, -4
89, -4
9, 10
120, -10
31, 8
29, -4
3, 0
27, -2
91, 2
1, 12
1, 4
27, -2
114, -14
66, -10
10, 2
70, -6
123, -10
107, 2
9, 6
119, 14
124, -2
104, 0
124, -4
71, 2
5, 0
95, -4
35, 4
23, 10
49, 6
74, 0
3, -2
46, 4
26, -8
120, -4
100, 8
