public_information, excess_demand
25, -4
10, -2
82, 4
42, 0
120, -2
3, 4
9, 4
92, 0
73, 8
66, 4
100, -12
87, 4
33, 2
127, -2
109, 6
41, -6
16, -2
87, 4
104, 0
120, -4
54, 4
40, 2
35, 2
22, 0
42, 6
33, 2
40, 2
4, -2
86, 12
56, 0
17, -6
80, -2
72, 0
99, -2
85, 2
45, 8
66, 2
54, 4
38, 4
3, 4
32, -4
24, 2
59, 0
76, 8
98, 8
65, 4
69, -2
99, -2
63, 6
11, 0
86, 12
72, 0
10, 0
6, 10
54, 4
53, 2
121, -6
61, 2
23, -4
31, -2
112, -8
53, 2
34, 14
15, -2
70, 6
114, 0
42, 6
124, 6
17, -6
99, -2
78, 2
54, 4
105, 2
111, 4
36, 6
47, -10
61, 4
18, -10
49, 2
74, -4
16, -2
52, -10
34, 12
116, 2
126, 0
124, 6
91, 0
22, 0
117, -2
60, -4
49, 2
88, 4
11, -4
125, 0
97, -4
81, -6
103, -2
35, 2
64, -4
89, 0
14, 2
77, 6
93, 6
3, 4
97, -4
71, -6
33, 8
119, -14
69, -2
7, 6
42, 6
42, 6
122, -2
57, 4
50, -2
42, 6
52, -8
97, -6
48, 4
49, 0
92, -2
5, 4
62, 0
42, 4
125, 6
74, -4
23, 2
17, -6
37, 0
103, -4
40, 0
43, 0
19, 0
97, -4
21, -14
18, -8
86, 6
70, 6
15, 2
62, 2
15, 2
81, -8
16, -2
1, -2
20, 6
37, -4
121, 0
109, 8
57, 4
23, -2
4, 2
96, 0
54, -4
11, 0
73, 6
60, -6
50, -2
14, 0
96, 4
69, 2
82, 6
20, 4
1, -2
126, 0
68, 4
71, -4
17, -4
49, -2
101, 6
34, 12
13, 6
14, 0
40, -2
86, 14
100, -10
60, -8
116, 2
125, -4
98, 2
61, 0
33, 4
120, -4
37, -4
88, 2
4, 0
25, 4
116, 2
106, 4
80, 2
56, 0
85, 4
83, -2
74, -4
67, 2
5, 6
60, -8
121, 0
49, -4
125, 8
102, 0
65, 2
28, -12
61, -4
96, 0
54, -4
54, 6
3, 4
59, 2
