public_information, excess_demand
60, 4
68, 2
53, 4
19, 6
127, 6
63, -4
5, -2
87, 2
58, -6
107, -4
95, 0
52, 0
51, 2
50, -2
65, 0
101, 4
55, -2
81, 0
107, -4
50, -2
115, -4
109, 4
101, 4
80, 2
63, -4
0, 0
33, 0
77, -2
4, 6
65, 0
127, 6
98, 0
40, 4
93, 2
17, 2
41, -2
108, -6
53, 4
96, -4
82, -4
32, -2
37, -4
33, 0
24, -4
117, -2
56, 2
111, -6
99, -8
84, 2
112, -4
28, -2
119, 0
90, 0
110, -2
126, 0
31, 4
36, 2
10, 6
4, 6
73, 2
94, 2
24, -4
27, -6
38, 0
72, -4
76, 2
6, 6
62, 0
29, -4
12, 4
127, 6
118, -2
67, 4
94, 2
125, 2
20, -4
55, -2
112, -4
110, -2
116, -2
3, 4
2, 0
19, 4
110, -2
54, 4
2, 0
21, 0
20, -4
70, -4
0, 0
121, -6
71, -4
73, 2
59, -2
78, 0
64, 2
89, 2
75, 2
125, 2
110, -2
21, 0
53, 4
70, -4
4, 6
110, -2
41, -2
25, -4
88, -6
67, 2
47, -4
29, -2
54, 4
67, 2
70, -2
8, -6
100, 4
22, 4
117, -4
28, -2
113, 0
15, 0
82, -2
103, 0
116, 0
12, 6
119, -2
67, 2
90, 2
38, 0
72, -6
7, -2
1, 0
24, -4
51, 2
76, 4
111, -4
29, -2
66, 2
14, 0
59, 0
90, -2
0, -2
109, 6
99, -8
114, 8
36, 2
35, -2
60, 6
85, 2
85, 4
2, 2
121, -4
9, 0
39, -2
117, -2
19, 2
20, 0
63, -4
104, -2
55, -2
86, 2
34, 2
35, -2
118, 0
44, 4
105, 2
6, 4
63, -4
19, 2
108, -6
16, 0
42, 0
70, -6
55, -2
43, -2
3, 2
117, -2
109, 2
125, 4
50, 0
50, 0
42, 0
73, -4
93, 2
32, -2
54, 2
76, 6
15, 2
81, 0
77, -4
7, -2
71, -4
54, 2
79, 2
46, 0
11, 4
39, -4
107, -2
8, -4
72, -6
2, 2
100, 2
15, 0
30, 4
102, -2
83, 0
59, 0
32, 0
52, 0
77, -4
14, 0
37, 0
109, 2
34, 4
98, 0
127, 6
43, -2
104, 2
126, 2
103, 0
66, -4
48, 2
53, 6
87, 2
21, 4
60, 6
122, -2
115, -6
89, -4
4, 6
11, 2
85, 6
34, 2
25, 0
41, -4
50, 0
116, 0
10, 6
49, 0
93, 2
53, 6
41, 2
111, -2
98, 2
125, 4
39, -2
17, 4
26, 0
10, 6
30, 4
3, -4
113, 2
96, -2
2, -2
41, -4
24, -4
72, 2
119, -2
10, 6
9, 6
42, -2
0, -2
56, 4
30, 4
54, 0
8, -6
64, -4
23, -4
29, -2
6, 2
13, -2
18, -2
38, 0
37, 2
114, 6
112, 2
95, -2
89, 2
102, -2
17, -2
51, -2
10, 6
84, -2
56, 2
69, -6
53, 0
74, 4
109, 2
38, 0
46, 2
67, 0
91, 2
120, -6
4, 6
70, -4
99, -8
68, 0
88, -4
33, 0
106, 0
78, 0
111, 0
86, 2
14, 0
78, 0
80, 0
17, 2
120, -2
13, 0
46, 2
117, -4
62, 0
117, -4
21, 0
57, -4
58, -6
33, 0
16, 2
41, -4
29, 0
71, -4
67, 0
85, 2
34, 2
78, 0
14, 0
51, -2
64, -4
68, 0
102, -4
111, -2
49, 4
104, 2
87, 0
1, -2
112, 2
61, -4
49, 4
96, 0
49, 4
112, 0
91, 2
98, 0
40, 6
22, 4
40, 6
96, 0
68, 0
47, 2
96, -4
23, 0
118, 2
5, 0
8, -6
18, -2
75, 4
74, 4
119, -2
67, 2
15, 2
10, 4
70, -2
111, -2
62, 0
37, 4
77, -4
89, -6
58, -6
104, 2
52, 0
91, 2
124, -4
7, 0
8, -6
84, -2
55, 0
111, -2
97, -2
121, -4
1, -4
81, 0
5, -2
24, 2
12, 6
41, -4
32, 0
125, 4
18, 0
49, -2
7, 0
107, 0
1, 0
36, -2
38, 2
124, -4
42, 0
70, -4
26, 0
77, -2
75, 4
60, 4
22, 0
9, -2
69, -4
12, 4
89, 4
11, 2
92, -2
29, 0
12, 2
85, 2
71, -4
6, 4
43, -2
47, 2
45, 4
88, 0
65, 2
103, -2
85, 4
104, 2
65, 2
127, 2
57, -4
82, 0
43, -2
39, -4
91, 0
62, -2
100, 4
70, -2
124, -4
46, -4
84, 2
89, -4
121, -4
82, 0
70, -2
89, -4
74, -2
73, -6
9, 4
14, -2
15, 0
93, 4
7, 0
44, -2
56, 2
22, 2
125, 4
26, 0
14, 2
52, 2
16, -2
109, 0
19, 2
28, -2
21, 0
18, 0
75, 4
77, -2
68, 2
72, 0
46, 0
32, -4
115, -6
88, 0
81, 0
43, 0
93, 2
82, 0
97, -2
89, -4
107, -4
85, 2
71, -4
84, -2
51, 2
99, -4
126, -2
46, -4
32, 0
123, -2
44, 2
17, 2
37, -2
55, 6
73, 0
43, 0
2, -2
123, -2
61, -6
3, -4
26, 0
33, 2
35, -2
74, 2
98, 2
21, 6
115, -6
31, 0
72, -6
85, 2
22, 0
52, 2
4, 4
112, 2
125, 4
21, 6
100, 4
68, 0
36, 2
32, -4
79, 2
45, 4
56, 4
33, 2
8, -4
77, -2
118, -2
97, 6
25, -4
78, 0
89, 2
76, 8
86, 2
47, 0
70, -4
113, 0
63, -2
12, 4
84, 2
28, -4
126, 0
54, 0
15, 0
0, 2
43, 0
126, 0
127, 4
14, -2
36, 2
56, 4
55, 0
43, 0
29, -4
42, 0
81, 0
73, -6
94, 2
99, -4
3, -2
37, 2
80, 0
84, 2
122, -4
54, 0
43, 0
42, 2
26, 0
0, 0
94, 2
124, -4
101, 0
97, 2
116, 2
109, 0
71, -6
56, 4
11, 2
60, 4
14, 2
23, 0
95, -2
67, 2
93, 4
8, -4
103, 0
126, 2
7, 0
68, 0
111, -2
89, 0
22, 2
114, 2
1, 0
79, 2
27, -6
95, 0
101, 0
38, 2
55, 0
38, 2
36, 2
43, 2
40, 6
62, -2
42, 0
68, 0
101, 0
14, -2
101, 0
76, 2
94, 2
112, 0
96, -4
68, 0
118, -2
15, 4
45, 6
117, -6
107, 0
121, 0
73, -4
125, 4
52, 2
105, 4
37, 2
77, -2
47, 0
111, 0
44, -2
72, -4
32, -2
85, 2
110, -2
8, -4
73, -4
106, -2
71, -4
59, 0
0, 0
44, -2
54, 0
76, 2
37, 2
69, -2
1, 0
7, 2
50, 0
115, -2
7, 2
94, 0
103, -2
124, -2
110, -2
41, 2
29, -2
124, -2
95, -2
20, 2
50, 0
46, -4
89, 0
48, 0
15, 2
121, 0
70, -4
35, 0
93, 6
36, 0
6, 4
59, 0
103, -2
42, 2
52, 2
69, -2
51, 0
92, -4
113, 0
63, -4
28, -4
127, 0
38, 2
45, 6
93, 6
46, -4
20, 0
58, -2
80, 0
25, -4
26, 0
40, 4
112, 0
99, -4
71, -2
59, 0
6, 4
27, -4
114, 4
111, 0
101, -2
4, 2
36, 0
42, 2
112, -2
116, 4
2, -2
90, 2
39, -4
47, 0
110, -2
21, 2
6, 4
35, 0
90, 2
21, 2
105, 4
35, 0
50, 0
113, 0
107, -2
91, 2
95, -2
49, -2
2, -2
74, -2
103, -2
84, 0
115, -4
50, 0
94, 4
72, -4
65, 2
10, 2
69, -6
14, -2
7, 2
86, 0
27, -4
75, 2
85, 0
47, 0
36, 0
18, 0
116, 0
95, 0
50, 0
40, 4
85, 0
54, 0
101, -2
72, -4
51, 2
30, 0
104, 2
80, -2
3, 2
113, 0
38, 0
20, 2
32, -2
49, -2
65, 2
99, -4
75, 4
81, -2
48, 0
51, 0
43, -2
93, 8
39, -4
25, -4
115, -4
16, 0
105, 4
32, 0
91, 0
24, -2
63, -2
116, 2
43, -2
110, -2
36, 0
98, 2
58, -6
61, -2
44, 0
17, 6
1, 0
90, 0
46, -4
95, 0
106, -4
68, 0
110, -2
53, 4
34, -2
49, -4
49, -2
60, 4
62, 0
72, -4
94, 4
11, 4
30, 2
80, 0
97, 0
1, 0
119, -2
102, 0
118, 0
32, -2
38, 0
47, 2
123, 2
14, -2
73, -2
0, 4
102, 0
67, 4
101, -2
41, 0
126, -2
39, -2
98, 2
4, 4
7, 2
11, 4
116, 0
59, -2
15, 2
78, 0
10, 4
34, 0
125, 4
105, 4
94, 4
63, -4
62, 0
115, -2
82, 0
19, 4
109, 2
63, -4
125, 4
91, 0
123, 0
6, 8
82, 0
54, 0
106, -4
63, -4
2, -2
36, 0
20, 0
35, 0
86, 2
38, -2
121, -2
106, -2
1, 0
5, 0
123, 0
6, 8
17, 4
25, -4
16, -2
99, -4
89, 4
63, -4
45, 6
54, 0
52, 4
35, 0
91, 2
18, -4
48, 2
95, 0
123, 0
27, -2
44, 2
59, -2
4, 6
98, 0
76, 4
89, 0
77, 0
125, 2
67, 4
126, 2
83, -2
55, 0
53, 0
79, 4
77, 0
