public_information, excess_demand
54, 0
94, 0
35, 2
83, 10
56, 0
96, -2
4, -2
94, -2
84, 0
120, 4
9, 2
10, 2
29, 2
19, -6
114, 4
90, 8
43, -2
50, -2
117, 2
79, -2
77, 0
68, 0
122, 8
109, 0
100, 0
124, 8
113, -4
12, -4
21, 6
90, 8
107, 2
3, -8
20, 10
65, -4
31, 2
60, -4
59, 6
95, 2
24, 2
35, 0
114, 4
71, -4
67, 0
109, 0
126, 4
59, 6
46, 2
105, 2
9, 2
107, 2
53, 6
116, -4
18, 2
79, -2
99, -4
50, -2
113, -4
92, -4
89, 6
62, 6
10, 2
58, -2
115, 0
64, 4
18, 2
89, 6
43, -2
111, 4
84, 0
72, 4
66, 8
111, 4
121, -8
29, 2
98, 4
11, -6
103, -2
110, 2
95, 2
62, 6
9, 2
88, -2
6, -6
6, -6
11, -6
120, 4
35, 0
96, -2
88, -2
9, 2
25, 2
16, 2
31, 2
94, -2
61, 6
16, 2
83, 10
97, 4
6, -6
52, -6
76, 2
70, -6
19, -6
104, -6
75, -2
48, 0
123, 8
126, 4
84, -4
76, 2
64, 4
32, 6
101, -4
74, 0
15, -2
15, -2
62, 2
82, 4
46, 4
113, -4
101, -4
58, -2
89, 6
48, 0
69, -4
9, 2
113, 0
23, -2
81, -2
11, -6
102, 4
36, 12
1, 2
81, -2
23, -2
34, 2
27, 4
40, 0
89, 6
82, 4
16, 4
51, 2
102, 4
27, 6
28, -2
99, -4
19, -6
73, 8
45, 2
49, 0
43, -4
81, -2
105, 2
15, -2
71, -2
82, 4
55, -2
121, -8
22, 0
1, 2
92, -6
78, 2
48, 2
106, -6
49, 0
34, 2
118, 2
37, -4
48, 2
95, 2
110, 0
110, 4
40, 2
86, -4
12, 0
84, 2
90, 6
52, -6
99, -4
66, 6
92, -6
23, 0
11, -6
108, 0
11, -6
5, 2
39, -4
70, -4
3, -6
113, -4
24, 4
114, 2
18, 0
98, 4
0, 0
30, 8
28, -2
123, 8
70, -6
52, -6
28, -4
44, 10
125, -6
40, 0
51, 8
7, 2
29, -2
106, -4
85, 0
95, 4
67, -4
55, -2
108, -2
62, 8
93, 2
5, 0
59, 6
7, 2
32, 0
35, -2
122, 6
21, 6
77, 6
38, -8
116, -4
70, -2
117, -2
106, -4
0, -4
118, 4
109, 6
27, 4
118, 2
42, 6
91, 4
33, -4
87, -2
80, -6
11, 0
20, 10
23, -4
10, 0
97, 6
116, -6
98, 2
125, -4
89, 4
15, -4
66, 4
97, 2
99, -6
125, -4
115, -2
104, -8
64, -2
46, 2
112, 6
77, 2
104, -4
31, 2
11, -2
67, 2
19, -6
118, 2
35, -6
2, 0
2, 0
89, 6
4, 0
84, 0
63, 2
99, -2
100, -10
68, 0
69, 2
91, -2
118, -2
101, -4
115, -2
49, 0
125, -4
112, -2
121, -4
48, 0
59, 6
126, 6
32, 0
42, 6
50, -2
87, -4
10, 4
22, 0
99, -6
63, 4
66, 2
119, 4
119, 2
80, -4
1, 0
21, 6
123, 0
59, 8
117, -2
70, -2
90, 8
60, -2
120, 2
54, -12
125, -4
112, -2
10, 4
64, 4
57, -2
123, 6
35, -4
106, -4
24, -2
119, 4
80, -8
75, 0
38, -2
64, 4
124, 8
120, 2
82, 4
100, -2
40, 2
49, 0
126, 4
43, -4
54, -2
46, 4
116, -2
103, -2
111, -2
95, 2
107, -2
87, -4
61, 6
26, 0
66, 4
14, 4
80, -6
65, -2
32, 0
115, 6
1, 0
66, 0
116, -2
126, 6
122, -2
36, 4
15, -4
49, 0
32, 0
127, -6
104, -2
106, -4
29, 0
63, 4
13, -4
82, 0
119, 2
37, -6
103, -8
64, 2
0, -4
27, 2
61, 6
90, 2
32, 0
43, -4
76, 4
35, -2
7, -2
21, 6
40, 0
47, -8
94, -8
35, -2
72, 4
118, 4
7, -2
49, -2
94, -8
78, 0
34, 2
114, -2
26, -4
39, -2
77, 6
70, -2
103, -8
12, -6
71, 4
96, 2
57, -6
71, 0
41, 4
112, -2
70, -4
82, 0
44, 10
2, 2
46, 8
86, -8
35, 0
115, 8
87, 2
46, 4
35, 0
60, 0
124, 6
8, 0
38, -2
14, 2
29, 2
44, 6
10, 4
123, 6
64, 0
9, -2
4, 2
98, 0
63, 4
57, -4
58, -4
90, 0
92, 2
81, -2
90, 10
127, -4
33, -2
59, 2
87, 2
18, 4
37, 0
115, 6
105, 4
9, -4
21, 0
75, 2
27, 4
19, 0
8, 8
107, 0
24, -4
28, -2
2, -4
99, 2
33, -2
6, 0
7, -2
34, 2
67, -2
19, 0
105, 4
58, 0
75, -2
6, 0
65, -10
89, 8
106, -8
109, 4
40, 0
43, -6
92, 2
95, 6
115, -2
2, -2
5, 0
68, 0
125, -4
9, -4
106, -8
65, 2
77, 6
110, 0
13, -4
120, -2
13, -4
111, 6
120, 2
16, -2
35, 2
109, 4
77, 6
122, 8
60, 6
4, -6
123, 4
0, 8
5, -2
111, 6
65, -6
10, -2
109, 6
59, 2
4, 0
84, 4
120, 0
41, 4
98, 4
39, 0
42, 6
50, 0
57, -4
87, -4
107, 0
102, 8
122, 2
22, 0
31, 0
94, -4
3, -12
119, 10
8, 2
70, -2
105, 2
52, -10
90, 6
39, -2
39, 0
33, -2
101, -6
92, -4
47, -8
43, -8
30, 2
16, 2
68, -2
80, 4
93, 0
78, -2
72, 4
38, 2
1, 0
36, 4
115, -2
72, 8
111, -2
53, 2
55, -4
113, 6
34, 4
73, 2
21, -2
46, 6
64, -2
26, -2
73, 2
99, 4
112, 2
86, -10
95, 10
84, -2
81, -2
18, 8
51, 0
10, -2
48, -4
45, -6
41, 6
18, 8
28, -2
36, 4
113, -2
113, 6
80, -6
19, -4
1, 2
80, 4
67, -2
114, 2
122, 6
40, 2
112, 2
34, 0
18, 2
127, 0
122, 6
63, 4
46, 6
75, 2
34, 4
20, 2
17, 2
40, 2
58, -6
5, 2
37, 2
9, 2
111, 0
88, -2
7, -4
21, 0
72, 4
20, 2
53, 0
83, 8
66, 6
95, 4
27, 2
81, 2
97, 2
12, -2
52, -6
122, 4
125, -2
51, 2
25, 2
16, 2
57, -4
43, -8
88, 0
77, 0
10, 2
107, 0
26, 0
94, -6
15, -4
102, 8
115, 2
117, 0
72, 4
8, -6
96, 2
77, 0
55, -2
9, 2
96, 2
58, -2
80, -6
106, -2
35, -2
55, -6
52, -6
15, 4
35, -2
8, -6
79, -2
92, -4
2, -2
43, -8
59, 2
16, 0
66, 8
31, 0
107, 2
81, 2
37, 0
74, 2
79, -2
44, 2
11, -4
12, -2
83, 10
45, -6
58, -6
55, -6
41, 4
93, 4
96, 2
49, -4
88, -2
42, 0
101, -6
23, 0
87, -2
54, -2
88, -2
100, -4
70, 0
58, -4
47, -4
114, 4
114, 12
94, -8
59, 4
24, 2
117, 2
103, -2
25, 4
40, 2
48, -4
29, 0
91, -2
70, 2
110, 2
22, 0
81, 0
12, -2
50, -2
3, -2
41, 4
53, 2
104, 2
110, -4
47, -4
70, 2
10, 0
33, 0
122, 4
23, 0
16, 2
39, -2
75, 0
110, -4
125, -2
126, 8
9, 4
118, 0
100, -8
58, -4
121, 0
40, 2
19, -4
11, 0
40, 4
36, 6
28, 2
68, 0
97, 2
127, -2
63, 6
68, 0
29, 6
45, -6
30, 6
8, -2
9, 4
59, 0
57, -2
4, -2
68, -2
10, -2
4, -4
70, 0
3, -10
92, -8
4, -4
22, 0
119, 4
16, -2
49, -4
109, 8
36, 10
7, -2
52, -6
104, -6
121, -2
41, -2
80, -4
99, -2
55, -4
30, 6
58, -4
66, -2
5, 6
25, 2
84, 6
116, -14
95, 6
53, 6
69, 4
4, -4
124, 8
99, 0
83, 14
106, 0
78, -2
62, 4
63, 6
18, 4
120, -2
39, -2
118, 6
99, 0
122, 6
53, 6
105, -4
64, 2
23, 0
126, 14
78, -2
98, 0
64, -2
85, -2
82, 10
91, 6
1, 2
118, 0
101, -4
39, -2
25, 2
60, 0
8, -4
50, 10
36, 8
106, 2
35, 2
45, -4
126, 2
124, 10
113, -6
93, 6
76, 2
35, -4
99, -4
112, 2
66, 4
84, 2
112, 6
71, 2
123, 2
87, 4
123, 2
70, -2
7, 0
110, 2
55, -2
120, 2
14, 4
23, 2
70, -4
