public_information, excess_demand
45, 12
36, -4
59, -8
35, 0
102, -10
100, -8
33, 0
112, -14
42, -10
73, -2
51, 2
12, 2
117, 8
89, 6
6, -2
27, -16
59, 2
2, -8
31, -8
93, 2
76, -4
43, 0
11, 10
56, -2
43, 2
99, -8
26, -2
109, 4
33, -2
64, 6
94, 0
54, 8
42, -2
74, 0
5, 6
95, 8
39, -4
16, 4
28, 8
28, 8
99, -8
46, 2
75, 4
108, 4
81, -2
78, 6
5, 6
11, 8
110, 0
82, 2
13, 2
80, 4
41, 2
19, 0
110, 0
96, 2
11, 8
19, 0
29, 4
45, 8
52, 6
55, -2
68, -10
87, 16
65, 6
50, 4
111, -22
72, 4
71, -2
71, -4
98, -10
81, -2
42, 2
14, 10
13, 8
123, 2
85, 4
73, 2
66, 6
54, 8
36, 0
104, -8
17, 0
49, 10
40, -14
37, 0
25, -4
56, 2
18, 8
116, -8
99, -2
124, 0
126, 14
9, 4
15, 4
11, 2
61, -8
105, 14
42, 2
87, 14
87, 10
96, -4
78, 6
78, 4
50, 0
20, 8
125, -6
87, 12
85, 6
64, 6
49, 4
69, 4
20, 6
28, 4
120, -2
84, -6
42, 4
56, 2
42, 4
62, -12
66, 6
5, 4
77, -10
93, 2
83, 10
70, -16
55, 0
10, 4
100, -4
18, 10
41, 8
11, 2
122, -6
29, 0
58, -4
92, -2
6, -6
76, -6
109, 2
111, -16
38, 2
81, 0
45, 2
70, -14
13, 0
87, 8
41, 6
92, -2
79, -8
46, 4
112, -14
6, -6
102, -2
117, 6
118, 4
19, -2
95, 8
75, 0
84, -12
21, -18
8, 12
36, 0
111, -16
71, -2
89, -2
17, 0
61, -10
2, 0
93, 6
46, 2
13, -2
89, 12
119, -20
39, 0
66, 0
104, -8
43, 2
68, -14
117, -6
92, -2
49, 2
30, -14
113, 4
54, 8
44, 0
59, 6
32, 10
117, 8
36, 4
121, 12
87, -4
62, -8
115, 0
76, 0
75, 0
96, -2
15, 4
121, 12
109, 6
87, 0
83, 0
67, -4
62, -20
109, 4
119, -18
72, -2
2, -6
12, -2
51, -4
57, -4
97, 2
0, -2
93, 2
27, -14
0, -10
25, 4
61, -6
93, 2
87, 0
63, -16
68, -6
61, -8
25, -6
116, 6
98, -8
44, 0
70, -6
24, -6
96, -4
45, 4
96, -4
70, -10
11, 4
115, -4
31, -12
4, 0
19, -2
126, -4
43, 4
124, 0
41, 6
65, 4
76, 0
40, -8
36, 2
119, 4
9, 2
18, 6
80, -4
88, 2
11, 4
89, 8
61, -6
70, -10
96, -4
96, -8
71, 0
104, -8
88, -2
68, -14
3, -12
65, 4
102, 4
16, -4
91, -6
54, 4
51, -6
100, 8
94, -4
92, -8
17, -4
74, 2
82, 0
19, 0
55, 2
25, 0
86, 6
20, -4
63, -8
107, -4
19, -2
48, 0
116, -12
93, 6
13, 4
87, 6
124, 0
115, -2
10, 6
52, -4
18, 8
28, -4
78, 10
25, 0
121, -6
49, -2
18, 8
69, 12
86, 6
34, 8
46, 6
43, -2
56, 2
30, -8
28, 2
57, -4
54, 6
109, 2
83, -2
29, -2
60, -10
120, 2
11, 2
35, -8
44, 2
78, 0
70, -6
112, 0
41, 6
38, -6
48, -4
2, 8
22, 2
8, -6
85, 4
46, 6
47, 2
113, 6
29, 4
19, 6
113, 4
37, 6
127, 12
2, 8
32, 12
61, -6
65, 10
60, 0
60, -8
5, 10
32, 8
59, -2
120, -4
53, -8
70, -2
35, -6
55, 4
65, -4
49, 10
36, -4
60, 0
100, 0
17, -4
84, 2
21, -14
123, -2
115, -4
86, 6
111, -10
70, 0
59, 8
93, 8
89, 8
117, 2
88, 0
71, 10
106, 4
19, 8
69, 2
97, -6
18, 4
113, 4
21, -14
86, 6
38, 4
8, -4
50, 10
77, 0
84, -2
74, 0
121, 4
52, -4
90, -2
60, -2
57, -8
34, 6
16, 2
66, 2
127, 8
74, 0
7, 6
3, 0
52, -8
56, 12
93, 2
126, -4
35, -8
63, -18
45, 0
69, 6
28, -6
16, -4
91, 2
69, 6
12, -8
124, -4
25, 4
58, -8
58, -4
56, 12
101, -10
45, 0
74, 2
17, -8
9, 8
86, 0
101, -10
7, 0
22, 2
122, 0
18, 6
120, 10
96, 6
104, -6
57, -10
104, -6
109, 4
35, -6
86, 4
82, -2
75, 2
77, -2
99, -8
80, -8
89, 12
104, -6
4, 4
1, 18
105, 2
6, -6
115, 0
27, -14
95, 6
17, -8
103, -8
32, 2
57, -12
64, 6
63, -8
93, 4
4, 2
37, 8
2, 0
104, -6
116, -10
85, 0
23, -4
108, 6
96, 4
65, 4
40, -12
99, -18
44, 4
74, 8
119, -8
73, 0
64, 4
92, -10
12, -4
119, -4
119, -8
91, -10
76, 4
78, 0
50, 0
95, 10
4, 2
40, -10
115, 4
115, -4
85, -2
55, -4
105, 6
92, -10
67, -10
117, -2
106, 6
99, -18
87, 14
78, 2
65, 8
84, 2
77, 0
105, 10
90, -2
78, 2
85, -2
60, 0
69, 6
93, 4
84, -2
102, -8
127, 10
84, 2
40, -14
117, 0
86, 2
75, -6
62, -4
27, -14
79, -6
83, -4
94, -2
9, 0
80, -6
19, 0
57, -10
82, 2
98, 2
61, -12
103, 2
88, 2
85, -2
8, 2
110, -8
96, 0
