public_information, excess_demand
66, -2
96, -2
43, 0
41, 0
12, 0
19, -4
12, -2
106, -2
41, 0
73, -2
124, 2
126, 6
126, 4
48, 0
1, 2
112, 4
116, 4
113, -2
3, 4
95, -6
47, 4
66, -4
89, -2
60, 2
59, 2
15, 0
47, 4
55, -2
83, -6
36, -6
24, -2
80, -2
2, 0
64, -4
78, -2
7, -6
40, 0
61, -4
65, 0
51, -4
100, 6
115, 2
127, -4
97, 0
99, 8
42, 0
79, -6
72, 4
50, 0
79, -6
91, 4
29, -2
42, 0
87, -6
72, 4
65, 0
84, 10
27, -4
74, -4
113, -2
20, 0
75, 0
77, -4
118, -6
115, 2
122, 2
91, 4
70, -10
75, 0
59, 2
86, 0
15, 0
110, 0
87, -6
119, 0
103, 2
112, 2
96, 0
107, 8
14, -2
16, 0
96, 0
8, -6
102, 0
83, -6
102, 0
87, -6
46, 4
13, 2
18, 0
23, 4
113, -2
101, 2
63, -2
84, 10
81, -2
4, 2
88, -8
14, -2
77, -4
82, 0
74, -4
81, -2
101, 2
85, -4
40, 0
124, 2
42, 0
45, 4
73, 0
111, 0
55, -2
96, 0
32, 0
24, -2
25, 8
109, 2
107, 8
46, 4
38, 4
47, 2
40, 0
105, 6
61, -4
12, 2
104, 2
106, -2
40, 0
58, 0
29, -2
87, -6
8, -6
108, 0
70, -10
119, 0
112, 2
34, 4
120, -2
127, -4
30, 2
9, -2
26, 8
13, 2
43, 4
36, -8
52, 0
71, 6
111, 2
5, -6
61, -4
93, 0
13, 0
56, 2
11, 0
45, 2
32, -2
78, 0
81, -2
47, 4
126, 6
24, -4
85, -2
122, 2
6, 0
78, 0
110, 0
15, 0
52, -2
45, 2
66, -6
106, -2
39, 6
112, 2
100, 8
84, 8
67, 2
48, 0
122, 2
3, 4
9, -2
84, 8
40, 0
112, 2
82, 0
104, 2
127, -4
56, 2
78, -2
122, 2
92, -8
38, 4
66, -4
97, 0
11, 0
22, -8
20, 0
59, 0
47, -2
111, -2
30, 0
31, 0
53, 0
33, 4
49, -2
4, 0
110, 0
35, 0
88, -6
0, -2
19, -10
52, -2
72, 4
95, -2
81, 0
9, 0
84, 6
63, -2
126, 6
32, -4
98, -4
1, 2
1, 4
8, -6
114, -6
13, 2
96, 4
35, 0
119, 2
7, -8
108, 0
57, -4
29, 2
16, 4
98, -2
37, -2
88, -6
120, -4
110, -4
27, -2
71, 2
106, -2
119, 2
39, 6
34, 4
119, 0
87, -4
112, 2
50, -2
50, 2
54, -6
92, -6
110, -4
99, 8
45, 0
105, 2
49, -4
31, -2
62, -4
75, 0
44, 6
6, 4
53, 2
62, -2
95, -6
40, 2
111, 2
117, -2
2, 0
11, -4
100, 6
47, 6
81, -4
88, -4
61, -2
23, 2
125, 0
101, 2
21, 0
20, 2
72, 4
49, -4
100, 6
42, 8
1, 2
74, -4
87, -4
80, -2
125, 0
27, -2
120, 2
8, -6
84, 6
99, 6
51, -6
21, -8
17, 0
32, 0
20, 0
70, -6
82, 0
100, 4
4, 0
102, -4
70, -8
126, 6
14, 0
55, -4
76, 0
32, 0
90, 4
122, 2
123, 2
98, -4
64, -4
29, -4
31, 0
21, -8
62, -4
42, 8
84, 8
95, -2
20, -2
18, 2
110, -4
103, 2
11, 6
28, -2
10, 0
77, 2
100, 4
62, 0
124, 6
2, -6
72, 4
7, -4
88, -4
111, -4
96, -2
112, 2
3, 2
100, 2
10, 2
29, -2
87, -2
8, -8
61, -2
21, -6
22, -4
126, 6
118, -4
73, -4
31, 0
65, -4
11, 4
75, 4
27, -4
40, 2
15, -4
97, -2
26, 6
91, 2
55, 2
65, -4
23, 2
6, 4
57, 4
48, 0
76, 0
81, 0
93, 0
8, -6
69, 10
75, 4
70, 0
65, -4
13, 2
87, 0
72, 4
27, -4
96, -4
113, 2
20, -4
33, 4
70, 0
13, -2
8, 2
98, -4
66, 0
103, 0
85, 6
82, 0
13, 2
122, 4
115, 0
121, 4
40, 6
44, 2
2, 0
24, -2
106, -2
27, -4
44, 6
18, 4
4, -2
104, 6
121, -2
16, 10
122, 8
27, -4
87, 0
69, 0
35, -2
103, 0
68, -2
15, -2
49, -8
12, 8
54, -2
80, -2
4, -2
92, 0
111, 4
16, 10
87, 0
94, -8
96, -2
68, 0
21, 2
44, 2
3, 2
53, 0
90, 10
62, 0
20, -2
9, 0
109, 2
68, 0
120, 6
91, 2
125, 0
54, -4
114, -4
37, 0
105, 12
31, -2
26, 2
101, 0
14, 0
120, -2
82, 6
16, 10
94, -4
94, -8
94, -4
9, 0
63, 4
98, -4
50, -10
22, -6
102, -2
74, -4
18, 2
21, -2
111, 2
