public_information, excess_demand
90, 5
44, -5
46, 1
36, 1
73, 11
38, -1
126, 1
119, 1
102, -11
93, 7
70, 1
21, 5
28, -1
71, 1
59, 7
84, -11
98, -1
11, 1
20, 3
77, 1
50, 9
125, 9
109, 1
83, 9
95, -3
120, -7
90, -3
102, -7
104, -11
26, -1
37, 9
99, 3
115, -5
33, 5
22, 1
107, 1
73, 9
115, -7
99, 5
20, 1
55, -3
10, -5
91, -3
93, 11
54, -3
80, -1
20, 1
68, -7
65, 7
73, 9
36, -1
76, -1
59, 7
98, -1
102, -5
8, -5
106, -5
34, -3
60, -3
72, -1
20, 1
77, 1
17, 7
74, -11
106, -5
119, -3
46, 3
61, 1
126, -1
125, 7
96, -5
81, 1
9, -1
73, 9
21, 7
63, -1
26, 5
53, -1
19, 9
97, 5
42, 5
7, 3
84, -9
100, -9
42, 3
74, -11
25, 1
40, 3
14, 5
88, 9
38, -5
120, -9
89, -5
112, 3
48, 5
65, 5
65, 9
122, -1
47, -3
104, -11
9, 1
78, 1
87, 1
20, 3
5, -13
127, -1
60, -3
35, 11
40, 1
91, -3
0, -1
115, -3
33, 3
107, 1
84, -7
20, 1
8, -5
47, -3
90, 3
58, 1
13, 5
86, -3
91, 5
39, -7
106, -3
125, 9
66, -9
28, -1
11, 3
11, 1
50, 13
108, -1
15, -7
46, 1
127, 3
113, -7
8, -5
86, -3
54, -3
44, -3
92, 5
60, -1
67, 11
103, -7
88, 9
40, 5
50, 9
70, 1
14, 5
117, -3
66, -7
83, 5
3, -3
69, -3
119, -5
27, -5
112, 3
67, 5
0, -1
114, -1
121, 13
74, -9
99, 9
68, -7
117, -7
84, -11
58, -1
19, 11
73, 5
0, 1
45, 5
45, 7
65, 13
123, 7
76, -3
68, -5
73, -1
63, -1
115, 1
10, -1
78, -3
57, -3
124, -7
25, -1
88, 9
22, 1
58, 5
29, -3
49, 1
56, -5
73, -1
39, -5
69, -1
89, -5
75, -3
3, 1
123, 7
8, -5
48, 5
24, 7
127, 5
122, 5
64, -3
24, 7
1, 7
101, 1
57, 1
86, 3
5, -5
57, -3
30, 11
11, 1
103, -1
48, -3
57, 1
27, -5
123, 7
123, 5
116, 3
55, -3
17, 5
13, 1
94, 5
30, 5
7, 1
59, 13
26, -3
58, -3
69, 1
32, -3
74, -3
18, 5
101, 1
69, -3
72, -1
75, -5
8, -1
125, 15
21, 3
14, -7
43, -3
93, 5
57, 1
14, -7
99, 11
63, -1
3, -3
86, 1
82, 13
33, 7
84, -9
33, 7
65, 13
89, -7
122, -5
70, -5
115, -1
77, 3
32, -1
40, 7
42, -3
103, -7
74, -3
115, 5
59, 7
58, -5
43, -3
87, -3
6, 3
52, -3
92, 5
114, 1
117, -1
5, 1
114, 1
111, -1
48, 3
67, 9
37, 9
93, 7
28, 5
89, -7
96, 3
75, -3
75, -5
50, 5
110, -5
34, -3
95, -3
38, 1
89, 1
44, 1
92, 3
65, -3
6, 1
52, -3
27, -3
22, -3
54, -3
86, 3
22, 1
92, 5
92, 3
39, -5
18, -1
36, 7
15, -5
97, 1
68, -1
89, -7
110, -5
26, 5
61, -3
62, 9
113, -1
90, 1
103, 3
78, 3
42, -3
118, 1
102, 5
87, -5
30, 3
118, 1
69, -3
35, 3
36, 3
37, 11
65, 9
9, 7
0, 1
63, -1
21, 3
41, -11
33, 3
46, -1
12, -1
40, 7
64, -3
127, -1
13, 1
88, 5
107, -3
75, -3
80, 1
12, -3
53, -5
76, -1
99, 11
30, 3
22, 1
60, -3
65, 9
83, 1
123, 7
36, 5
42, -1
88, 5
73, 3
100, -3
73, 3
58, -5
123, 7
10, -1
1, 5
76, -1
