public_information, excess_demand
80, -6
29, 4
27, 0
18, 28
91, 18
13, 2
41, -12
68, -12
51, -36
70, -30
38, -80
25, -6
16, -12
107, 6
102, -40
119, -14
16, 0
100, 4
105, 2
11, -12
90, 8
15, 16
121, -28
19, -30
79, 62
125, 78
67, -40
38, 88
61, -46
7, -60
86, 24
47, 24
0, -48
74, 16
107, -26
24, -22
25, 16
107, -14
84, 28
53, -10
5, 20
91, -18
75, -34
90, 22
96, -56
104, 8
57, -16
66, 38
55, 0
8, -34
92, -18
85, -24
93, 12
52, -36
72, -2
8, -14
11, 6
120, -4
121, 36
123, 26
69, -8
16, -28
91, -8
16, -20
2, 16
0, -12
73, 28
37, -48
51, 30
89, 10
126, -16
60, -16
40, -46
102, 38
50, -16
84, 28
122, -4
24, -4
68, 4
123, 38
49, 36
68, -14
45, 28
59, 34
124, -16
70, 22
69, 10
76, 52
26, -22
122, -32
123, -10
72, 36
119, 16
22, 12
36, -14
90, -2
39, -2
69, 6
16, -12
18, -6
61, -6
91, 22
66, -50
123, -40
1, -28
98, -36
113, 40
37, 16
73, 8
76, -14
87, -28
109, 60
108, 30
109, 36
35, -20
0, -6
36, 18
36, 8
29, 16
84, 6
35, -10
64, 26
73, -4
0, -2
49, -4
4, -8
9, 42
124, 40
127, 2
97, 8
107, -8
95, 6
28, -10
51, -26
29, 4
87, 34
10, 64
16, 16
86, 6
65, 32
58, 14
69, -24
37, -6
84, 16
34, -8
73, -8
32, -42
55, -4
126, -24
106, 14
28, 0
83, 28
94, 42
89, 42
113, -16
25, -10
52, 12
122, -20
122, 12
80, -30
22, 4
28, -2
58, 0
52, 4
62, -6
98, 42
106, 4
110, 4
15, -16
108, -24
26, 4
95, 4
68, -2
39, 0
12, -16
95, 6
16, -44
36, -6
116, 0
49, 36
37, -18
50, 44
91, 14
59, 4
99, -6
62, -10
4, -4
77, -56
113, 8
20, -22
53, 16
47, 14
9, -26
1, 14
12, -8
62, -2
124, 16
126, 34
2, -6
118, 24
66, 26
47, -8
59, 6
118, 16
99, 12
65, -10
37, -2
110, -14
30, 46
124, -22
16, -4
118, -12
55, 8
29, 20
2, -6
19, 12
90, 2
49, 18
73, 6
73, 26
18, 18
77, 0
53, 6
71, 12
111, 12
43, 26
39, -6
50, -16
58, 8
9, 28
53, -2
72, -24
110, -10
98, -12
93, -10
111, 4
24, -2
66, -4
84, -22
105, -10
122, -14
52, -14
70, -16
90, -4
37, 6
43, 20
16, 0
61, -4
75, 28
30, 26
32, 8
6, -8
68, 4
53, -28
63, -6
127, 26
79, 14
116, -32
85, -10
80, 20
109, 24
5, -34
107, 12
115, -48
33, -36
91, 8
57, -2
5, -12
50, 10
120, 16
107, 16
83, -12
27, 16
113, -28
68, -2
78, -20
20, -52
108, -2
98, 14
92, -26
88, 26
77, 30
83, -18
118, -12
4, 20
22, -14
49, -46
21, 24
18, 22
70, -6
56, 32
35, -2
60, -14
111, -12
45, 8
36, 28
34, 28
106, -18
65, 10
125, 40
29, -14
24, 0
30, -46
23, 14
92, -28
26, -14
37, 24
76, 18
63, -12
7, -38
90, 0
74, -12
25, -6
80, -2
9, 4
8, 40
112, -38
107, -4
97, -10
122, 30
124, 24
36, 4
11, -8
42, 30
0, 2
101, 8
3, -32
89, -24
116, 28
9, 8
85, -4
19, -18
70, -4
113, 42
6, -10
3, 2
2, 20
82, -22
113, -8
65, -6
78, 56
75, -26
110, -20
84, 8
56, 2
50, 18
82, -8
56, 50
27, -10
90, -10
43, 22
53, 10
41, 34
9, 4
69, -2
99, -12
34, -52
60, 0
7, -14
26, -8
99, -16
100, 30
11, -8
95, -32
75, -16
112, -38
89, 18
38, -68
93, 4
9, 12
82, 10
123, 26
108, -36
70, -6
87, 24
75, -12
51, -22
117, 8
65, 2
71, 42
122, -36
12, -28
78, -8
59, 8
98, -8
110, 18
41, 8
87, -24
91, 30
102, -6
81, 32
96, -24
108, -2
2, 6
9, -4
63, 8
55, -4
114, -20
49, 26
93, 18
94, -18
127, -38
46, -18
126, 2
64, -24
21, 18
121, -4
29, 0
112, 38
66, -8
118, -2
28, 2
111, -6
53, 6
21, 20
82, -4
71, 26
56, 8
75, -6
25, 16
35, -6
43, -14
73, 6
123, -16
68, 6
87, -6
60, -6
63, 0
88, -28
73, 4
30, 32
11, -10
36, -2
30, -16
99, 8
9, -4
78, 0
97, 10
114, -36
114, -4
75, -2
93, 14
61, -4
79, 2
47, 28
40, -26
25, 4
20, 16
46, 0
49, 16
120, 8
55, -30
43, 14
9, -2
16, 12
0, -42
119, -30
120, 26
89, -10
51, 26
20, -10
64, 48
82, -8
14, -44
40, -4
91, 2
113, -16
5, 14
70, -4
8, -60
105, 8
121, -20
19, -26
19, -16
78, 6
93, 10
0, -4
21, -6
